,zpid,Outcome,Asking Price,My Prediction,Decision,Won?,Cost Paid,True Value,Profit,Auction Bids,Winner
105,1008493,Skip,,1014552.5683994323,Skip: no budget,—,,,,,
106,1003815,Profit,183821.69422104527,318727.8889646379,Bid,Yes,258347.86487566584,260113.42351716963,1765.5586415037978,"You: $270,919, Pippin: $253,282, Gimli: $232,691",You
107,1003599,Skip,,676062.5589778201,Skip: no budget,—,,,,,
108,1009684,Skip,,500376.84678155207,Skip: below threshold,—,,,,,
109,1002813,Profit,65093.86673920532,143660.87932194924,Bid,Yes,124064.4403079486,137321.67293488604,13257.232626937446,"You: $122,112, Gimli: $121,632, Aragorn: $121,422, Pippin: $121,422, Frodo: $109,735",You
110,1014815,Profit,188655.57509780335,398768.09177344927,Bid,Yes,276758.63185834675,333749.22350017884,56990.591641832085,"You: $338,953, Pippin: $271,332, Gimli: $266,466",You
111,1004138,Skip,,447280.2940454728,Skip: no budget,—,,,,,
112,1016392,Skip,,648492.9621266681,Skip: below threshold,—,,,,,
113,1015512,Skip,,608038.4212279344,Skip: no budget,—,,,,,
114,1013761,Skip,,306108.9880258479,Skip: below threshold,—,,,,,
115,1007068,Auction Lost,94157.3873408392,116117.09102831333,Bid,No,,,,"Aragorn: $130,284, Pippin: $130,284, Frodo: $102,856, You: $98,700, Gimli: $97,092",Aragorn
116,1013349,Skip,,758123.2212474645,Skip: below threshold,—,,,,,
117,1015508,Skip,,561410.0591018948,Skip: no budget,—,,,,,
118,1016566,Loss,112040.81897264572,170787.25170704327,Bid,Yes,142469.01422658423,115188.69067653987,-27280.323550044355,"You: $145,169, Frodo: $139,676, Aragorn: $134,886, Pippin: $134,886, Gimli: $119,871",You
119,1001884,Loss,51501.70934575627,220845.1405549105,Bid,Yes,156519.16599976755,66906.10125486803,-89613.06474489952,"You: $187,718, Frodo: $153,450, Gimli: $147,238, Aragorn: $124,873, Pippin: $124,873",You
120,1010251,Skip,,431548.5868320565,Skip: below threshold,—,,,,,
121,1002990,Skip,,318846.86362519633,Skip: no budget,—,,,,,
122,1009078,Skip,,406545.8937879567,Skip: below threshold,—,,,,,
123,1009940,Skip,,1102956.7883676914,Skip: below threshold,—,,,,,
124,1004737,Skip,,903760.9221994902,Skip: no budget,—,,,,,
125,1000325,Skip,,264548.7338674387,Skip: below threshold,—,,,,,
126,1008029,Skip,,689405.3421829978,Skip: below threshold,—,,,,,
127,1002642,Skip,,1010422.0264412566,Skip: no budget,—,,,,,
128,1000058,Skip,,1333742.5391773242,Skip: below threshold,—,,,,,
129,1001485,Skip,,225932.82678835408,Skip: below threshold,—,,,,,
130,1001813,Skip,,829059.3590262204,Skip: no budget,—,,,,,
131,1001841,Skip,,422508.3946398632,Skip: no budget,—,,,,,
132,1011911,Skip,,245506.2963707909,Skip: below threshold,—,,,,,
133,1009022,Auction Lost,58208.49968400615,357588.3875241408,Bid,No,,,,"Aragorn: $401,523, Pippin: $401,523, Frodo: $362,477, Gimli: $317,568, You: $303,950",Aragorn
134,1009607,Skip,,699786.8586953912,Skip: below threshold,—,,,,,
135,1006674,Auction Lost,42769.38559730249,253898.11450210563,Bid,No,,,,"Legolas: $1,307,566, Pippin: $256,316, Frodo: $241,634, You: $215,813, Gimli: $213,478",Legolas
136,1008447,Skip,,247781.0307306772,Skip: below threshold,—,,,,,
137,1012854,Skip,,626505.0933691271,Skip: no budget,—,,,,,
138,1005785,Skip,,396640.13150749856,Skip: no budget,—,,,,,
139,1014402,Skip,,696968.6515135118,Skip: no budget,—,,,,,
140,1007621,Skip,,216208.8759543416,Skip: below threshold,—,,,,,
141,1002062,Skip,,314577.976472159,Skip: below threshold,—,,,,,
142,1005399,Skip,,223730.42830258625,Skip: no budget,—,,,,,
143,1011238,Skip,,552262.4850309503,Skip: no budget,—,,,,,
144,1016837,Skip,,692931.4264775733,Skip: below threshold,—,,,,,
145,1014190,Skip,,595298.4745007727,Skip: no budget,—,,,,,
146,1015319,Skip,,552132.4531547468,Skip: no budget,—,,,,,
147,1014627,Auction Lost,48300.20687925753,154105.38500660472,Bid,No,,,,"Frodo: $137,191, You: $130,990, Gimli: $119,962",Frodo
148,1003794,Skip,,464790.6284669977,Skip: below threshold,—,,,,,
149,1009354,Skip,,250571.20773751647,Skip: no budget,—,,,,,
150,1006408,Skip,,250125.5602541629,Skip: no budget,—,,,,,
151,1008306,Skip,,486756.8859661962,Skip: below threshold,—,,,,,
152,1016381,Skip,,225863.15872697235,Skip: no budget,—,,,,,
153,1012823,Skip,,710794.4251359426,Skip: no budget,—,,,,,
154,1007597,Skip,,448119.81375286606,Skip: no budget,—,,,,,
155,1008965,Skip,,320785.1065126787,Skip: no budget,—,,,,,
156,1005798,Skip,,839126.610545492,Skip: no budget,—,,,,,
157,1000140,Skip,,265717.4844324597,Skip: below threshold,—,,,,,
158,1011199,Skip,,272803.1146115523,Skip: below threshold,—,,,,,
159,1008629,Skip,,731020.0306196819,Skip: below threshold,—,,,,,
160,1004815,Skip,,1241990.0384822255,Skip: no budget,—,,,,,
161,1006350,Skip,,920846.3452754671,Skip: below threshold,—,,,,,
162,1005556,Skip,,495646.4398897687,Skip: no budget,—,,,,,
163,1007076,Skip,,433293.8054415236,Skip: below threshold,—,,,,,
164,1004951,Auction Lost,66672.45091379904,393652.4290287152,Bid,No,,,,"Gimli: $388,834, You: $334,605",Gimli
165,1009643,Skip,,1014988.438471346,Skip: no budget,—,,,,,
166,1014421,Skip,,1121883.9656772113,Skip: no budget,—,,,,,
167,1002174,Skip,,133757.1896983879,Skip: no budget,—,,,,,
168,1008005,Skip,,346341.9771488222,Skip: below threshold,—,,,,,
169,1013890,Skip,,698119.4581358153,Skip: no budget,—,,,,,
170,1016219,Skip,,569625.3516386355,Skip: below threshold,—,,,,,
171,1014769,Skip,,330825.40043580346,Skip: below threshold,—,,,,,
172,1016115,Skip,,297030.4634122763,Skip: no budget,—,,,,,
173,1009435,Skip,,511620.117825644,Skip: no budget,—,,,,,
174,1015199,Skip,,928123.5549636246,Skip: below threshold,—,,,,,
175,1009687,Skip,,142425.84077855092,Skip: no budget,—,,,,,
176,1009079,Skip,,320752.6489309455,Skip: no budget,—,,,,,
177,1012398,Skip,,461275.139197634,Skip: no budget,—,,,,,
178,1009351,Skip,,376497.40741733904,Skip: below threshold,—,,,,,
179,1009781,Skip,,878726.4655666983,Skip: no budget,—,,,,,
180,1016806,Skip,,462525.4621040676,Skip: no budget,—,,,,,
181,1014494,Skip,,440336.3428849399,Skip: no budget,—,,,,,
182,1010843,Skip,,398480.7347093412,Skip: below threshold,—,,,,,
183,1002590,Skip,,536380.5580239593,Skip: no budget,—,,,,,
184,1007823,Skip,,375997.4011790208,Skip: no budget,—,,,,,
185,1005505,Skip,,1380899.4352961937,Skip: below threshold,—,,,,,
186,1006256,Skip,,421472.57276690326,Skip: below threshold,—,,,,,
187,1008036,Skip,,485350.3372348176,Skip: no budget,—,,,,,
188,1003504,Skip,,433820.0904500444,Skip: below threshold,—,,,,,
189,1002359,Skip,,317151.61347775994,Skip: below threshold,—,,,,,
190,1003676,Skip,,991358.8363188016,Skip: no budget,—,,,,,
191,1010248,Skip,,181700.1840537539,Skip: below threshold,—,,,,,
192,1013657,Skip,,593254.3694299812,Skip: below threshold,—,,,,,
193,1012482,Skip,,1106295.003512957,Skip: no budget,—,,,,,
194,1009878,Skip,,291374.2517112385,Skip: no budget,—,,,,,
195,1001530,Skip,,619779.9403834927,Skip: below threshold,—,,,,,
196,1009757,Skip,,436218.58048044017,Skip: no budget,—,,,,,
197,1001696,Skip,,148322.10296188123,Skip: below threshold,—,,,,,
198,1003871,Skip,,699628.2092889732,Skip: below threshold,—,,,,,
199,1014502,Skip,,957686.064922199,Skip: no budget,—,,,,,
200,1011019,Skip,,153500.03757920224,Skip: below threshold,—,,,,,
201,1004929,Skip,,386971.5004456931,Skip: below threshold,—,,,,,
202,1006609,Profit,63270.74605287749,524114.7804243758,Bid,Yes,64536.16097393504,470750.9263895844,406214.76541564934,,
203,1001508,Skip,,254243.5202344035,Skip: below threshold,—,,,,,
204,1014059,Skip,,594692.6538230887,Skip: no budget,—,,,,,
205,1015629,Skip,,153228.31150041704,Skip: below threshold,—,,,,,
206,1012469,Skip,,382509.89188302966,Skip: no budget,—,,,,,
207,1001313,Skip,,703157.3271130227,Skip: below threshold,—,,,,,
208,1009198,Skip,,775182.1913643697,Skip: no budget,—,,,,,
209,1015704,Skip,,254117.8077418405,Skip: no budget,—,,,,,
210,1014405,Skip,,623320.0941856157,Skip: below threshold,—,,,,,
211,1008847,Skip,,226826.14764773624,Skip: no budget,—,,,,,
212,1016453,Skip,,674487.7986559691,Skip: no budget,—,,,,,
213,1005388,Skip,,410440.8787683554,Skip: no budget,—,,,,,
214,1010020,Skip,,326738.33110958955,Skip: below threshold,—,,,,,
215,1003438,Skip,,149248.77839695927,Skip: below threshold,—,,,,,
216,1013485,Skip,,1005132.3245360708,Skip: below threshold,—,,,,,
217,1004437,Skip,,268485.1975116935,Skip: no budget,—,,,,,
218,1015990,Skip,,371950.2995718958,Skip: no budget,—,,,,,
219,1003243,Skip,,249461.49070255025,Skip: below threshold,—,,,,,
220,1004753,Skip,,447871.2595064296,Skip: no budget,—,,,,,
221,1017419,Skip,,298208.2092604954,Skip: below threshold,—,,,,,
222,1004733,Skip,,529447.5501605392,Skip: no budget,—,,,,,
223,1010702,Skip,,318747.70080020867,Skip: below threshold,—,,,,,
224,1004387,Skip,,1148656.7280906856,Skip: no budget,—,,,,,
225,1003862,Skip,,389909.16563587374,Skip: no budget,—,,,,,
226,1006496,Skip,,137430.84383657563,Skip: no budget,—,,,,,
227,1011452,Skip,,803162.5744980242,Skip: no budget,—,,,,,
228,1003945,Skip,,826610.8693694694,Skip: no budget,—,,,,,
229,1008526,Skip,,942074.2374185802,Skip: no budget,—,,,,,
230,1008838,Skip,,423262.3939068872,Skip: below threshold,—,,,,,
231,1008141,Skip,,446803.5056804812,Skip: no budget,—,,,,,
232,1006958,Skip,,1009503.1295894518,Skip: no budget,—,,,,,
233,1016770,Skip,,792658.4487823586,Skip: below threshold,—,,,,,
234,1008778,Skip,,344701.4724896773,Skip: below threshold,—,,,,,
235,1000486,Skip,,397716.6792617424,Skip: no budget,—,,,,,
236,1011173,Skip,,632736.1715808238,Skip: no budget,—,,,,,
237,1013114,Skip,,1184119.7841653004,Skip: below threshold,—,,,,,
238,1014216,Skip,,1209519.5998718147,Skip: no budget,—,,,,,
239,1013693,Skip,,333751.33705366,Skip: below threshold,—,,,,,
240,1010559,Skip,,1057917.8433271048,Skip: no budget,—,,,,,
241,1004480,Skip,,550775.8763709016,Skip: no budget,—,,,,,
242,1006051,Skip,,476677.67276857496,Skip: no budget,—,,,,,
243,1015564,Skip,,307022.17726869724,Skip: no budget,—,,,,,
244,1007955,Skip,,396608.627232427,Skip: below threshold,—,,,,,
245,1009502,Skip,,1276074.3732656494,Skip: no budget,—,,,,,
246,1009843,Skip,,407312.7778276517,Skip: below threshold,—,,,,,
247,1016689,Skip,,568631.5386064763,Skip: below threshold,—,,,,,
248,1007118,Skip,,234314.0395442565,Skip: below threshold,—,,,,,
249,1013337,Skip,,751605.5660745858,Skip: no budget,—,,,,,
